ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07510;2020-04-14T23:00:00+02:00;101450;90.0;1;50;6.0;288.25;274.75;40;60000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;100880.0;;;80.0;;;;;285.45;;;8.2;9.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.100000000000023;;;;;12.300000000000011;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-04-22T23:00:00+02:00;101910;190.0;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;250;2.1;287.05;285.65;91;8610.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;6;450.0;;;;101330.0;;;760.0;;;;;287.35;;;3.0;3.7;-10.0;0;0.0;;;0.0;0.0;0.0;1.0;1.6;;;;;6.0;;480.0;8.0;;3120.0;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.900000000000034;;;;;14.200000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-04-25T02:00:00+02:00;101200;-40.0;8;360;1.0;288.35;287.05;92;13080.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;1;1250.0;;;;100630.0;;;-610.0;;;;;287.65;;;1.2;1.9;-10.0;1;0.0;;;0.0;0.0;1.0;1.4;1.6;;;;;1.0;;1260.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.200000000000045;;;;;14.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-04-27T02:00:00+02:00;101110;-30.0;6;230;2.1;286.25;285.75;97;1390.0;Brume;;;75.0;6;80.0;;;;100540.0;;;90.0;;;;;287.45;;;3.0;4.3;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;0.2;;;;;6.0;;90.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;Brume;13.100000000000023;;;;;14.300000000000011;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-05-03T20:00:00+02:00;101700;-110.0;8;30;4.5;294.25;287.85;67;46010.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101140.0;;;-190.0;288.05;;297.75;;288.75;;;6.0;6.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;21.100000000000023;14.900000000000034;;24.600000000000023;;15.600000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-05-04T11:00:00+02:00;101260;-160.0;8;110;6.1;295.55;287.95;62;21880.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;100700.0;;;-760.0;;;;;287.25;;;8.8;8.8;-10.0;0;0.0;;;0.0;0.0;0.2;0.2;0.2;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;22.400000000000034;;;;;14.100000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-12-21T04:00:00+01:00;102170;-120.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;160;5.3;282.65;280.05;84;51940.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;2250.0;;;;101580.0;;;170.0;;;;;280.15;;;7.5;8.2;-10.0;1;0.0;;;0.0;-0.1;-0.1;-0.1;1.4;;;;;1.0;;2340.0;7.0;;3180.0;8.0;;5520.0;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;9.5;;;;;7.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;12
07510;2020-05-09T23:00:00+02:00;100640;-40.0;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;230;4.1;291.15;287.65;80;17000.0;Pluie, sans congélation, intermittente, faible au moment de l’observation;;;100.0;1;250.0;;;;100080.0;;;-530.0;;;;;292.45;;;9.3;9.3;-10.0;1;0.0;;;0.2;0.2;7.3;7.3;13.8;;;;;1.0;;240.0;6.0;;3000.0;8.0;;3900.0;;9;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;Pluie, sans congélation, intermittente, faible au moment de l’observation;18.0;;;;;19.30000000000001;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-12-22T01:00:00+01:00;102500;10.0;3;180;2.4;287.35;286.05;92;46290.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;800.0;;;;101920.0;;;220.0;;;;;285.15;;;3.2;4.7;-10.0;1;0.0;;;0.0;0.0;0.0;0.2;0.8;;;;;8.0;;990.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;14.200000000000045;;;;;12.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;12
07510;2020-05-06T17:00:00+02:00;101870;-90.0;6;20;3.9;298.25;284.05;41;37160.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101310.0;;;240.0;;;;;286.75;;;5.9;8.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;25.100000000000023;;;;;13.600000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-12-18T13:00:00+01:00;102020;-190.0;8;130;4.8;280.75;280.65;99;6650.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;150.0;;;;101430.0;;;-390.0;;;;;280.45;;;7.6;8.0;-10.0;1;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;120.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;7.600000000000023;;;;;7.300000000000011;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;12
07510;2020-05-09T02:00:00+02:00;101220;50.0;En hausse;170;3.3;291.85;288.55;81;38890.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;1750.0;;;;100660.0;;;-300.0;;;;;290.55;;;4.3;4.3;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;0.4;;;;;1.0;;1500.0;7.0;;4020.0;7.0;;5040.0;;9;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;18.700000000000045;;;;;17.400000000000034;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-05-22T14:00:00+02:00;102460;60.0;0;290;3.2;298.75;288.45;53;23050.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;4;1250.0;;;;101900.0;;;440.0;;;;;289.95;;;5.2;6.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;4.0;;1470.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;0;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;25.600000000000023;;;;;16.80000000000001;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-05-16T14:00:00+02:00;102110;-60.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;30;4.6;293.85;282.15;47;30110.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;2;1250.0;;;;101540.0;;;440.0;;;;;286.85;;;8.1;8.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;;1470.0;3.0;;1740.0;5.0;;2220.0;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.700000000000045;;;;;13.700000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-05-27T14:00:00+02:00;102700;-70.0;8;70;4.5;299.25;281.75;33;22650.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;102140.0;;;-170.0;;;;;285.65;;;7.2;10.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;26.100000000000023;;;;;12.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-05-17T05:00:00+02:00;102340;10.0;1;320;1.1;282.45;281.35;93;220.0;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;;;;0;;;;;101750.0;;;380.0;;;;;284.35;;;1.5;1.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;9.300000000000011;;;;;11.200000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-05-27T23:00:00+02:00;102620;110.0;3;40;3.6;296.25;283.95;46;59930.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;102060.0;;;-180.0;;;;;293.25;;;4.5;5.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.100000000000023;;;;;20.100000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-07-03T23:00:00+02:00;102500;120.0;3;310;2.3;289.35;285.15;76;57700.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101920.0;;;270.0;;;;;289.75;;;3.1;4.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.200000000000045;;;;;16.600000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-05T05:00:00+02:00;102350;-120.0;8;230;1.2;288.75;287.45;92;15880.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101770.0;;;-120.0;;;;;289.45;;;1.5;1.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.600000000000023;;;;;16.30000000000001;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-05T17:00:00+02:00;102210;-30.0;6;290;5.8;300.05;291.35;59;29050.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;2;800.0;;;;101660.0;;;-200.0;;;;;288.65;;;8.1;8.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;900.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;26.900000000000034;;;;;15.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-09T05:00:00+02:00;101670;-70.0;8;350;1.0;291.05;289.55;91;270.0;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;;;;0;;;;;101100.0;;;-180.0;;;;;290.65;;;1.8;2.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;17.900000000000034;;;;;17.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-09T11:00:00+02:00;101780;60.0;0;320;2.1;300.35;287.35;45;24000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101230.0;;;-110.0;;;;;289.95;;;3.6;4.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;0;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;27.200000000000045;;;;;16.80000000000001;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-16T14:00:00+02:00;102320;-20.0;8;320;3.4;294.15;287.75;67;31240.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;800.0;;;;101760.0;;;240.0;;;;;293.25;;;5.2;5.5;-10.0;0;0.0;;;0.0;-0.1;0.2;0.2;0.2;;;;;8.0;;840.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;21.0;;;;;20.100000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-16T20:00:00+02:00;102290;-20.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;270;4.1;293.15;287.55;70;33910.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;800.0;;;;101720.0;;;120.0;289.55;;294.35;;294.35;;;5.3;6.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.2;0.2;;;;;8.0;;930.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.0;16.400000000000034;;21.200000000000045;;21.200000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-20T17:00:00+02:00;101540;-40.0;6;290;6.2;305.65;287.75;34;19590.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;5;2760.0;;;;101000.0;;;110.0;;;;;;;;8.7;8.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;;2760.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;32.5;;;;;;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-07-21T11:00:00+02:00;101880;70.0;1;220;3.5;298.75;291.45;64;19440.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;1;250.0;;;;101330.0;;;290.0;;;;;293.85;;;5.7;6.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;270.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;25.600000000000023;;;;;20.700000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;7
07510;2020-09-25T23:00:00+02:00;101930;190.0;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;290;2.4;283.85;281.05;83;40330.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;4;1250.0;;;;101350.0;;;920.0;;;;;284.65;;;2.8;4.2;-10.0;1;0.0;;;0.0;2.1;4.5;12.2;22.3;;;;;3.0;;1320.0;4.0;;1500.0;;8;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.700000000000045;;;;;11.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;9
07510;2020-09-29T23:00:00+02:00;101970;50.0;0;0;0.0;286.75;285.65;93;180.0;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;;;;0;;;;;101390.0;;;-180.0;;;;;287.15;;;0.5;1.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;0;;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;13.600000000000023;;;;;14.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;9
07510;2020-09-30T23:00:00+02:00;101170;-60.0;6;210;3.2;287.65;285.15;85;38850.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;100600.0;;;-790.0;;;;;288.45;;;4.2;4.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;14.5;;;;;15.300000000000011;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;9
07510;2020-10-04T14:00:00+02:00;100110;80.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;270;8.7;289.25;282.65;65;24700.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;2;1250.0;;;;99550.0;;;550.0;;;;;284.65;;;12.4;13.3;-10.0;0;0.0;;;0.2;5.9;5.9;16.2;22.0;;;;;2.0;;1140.0;3.0;;5340.0;5.0;;6420.0;;8;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.100000000000023;;;;;11.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;10
07510;2020-02-19T01:00:00+01:00;103310;-40.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;210;3.2;280.15;279.05;93;19380.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;75.0;6;800.0;;;;102710.0;;;-50.0;;;;;278.85;;;4.3;5.5;-10.0;2;0.0;;;-0.1;0.2;0.2;0.2;0.8;;;;;2.0;;780.0;3.0;;1110.0;6.0;;1470.0;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;7.0;;;;;5.7000000000000455;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-02-19T16:00:00+01:00;103040;-200.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;260;6.8;286.95;279.05;59;55340.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;90.0;7;800.0;;;;102460.0;;;-240.0;;;;;277.75;;;9.4;9.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.2;0.4;;;;;4.0;;930.0;7.0;;1470.0;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.800000000000011;;;;;4.600000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-10-09T11:00:00+02:00;102450;150.0;3;0;0.0;291.75;285.05;65;44610.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101880.0;;;-20.0;;;;;285.35;;;0.5;1.1;-10.0;0;0.0;;;0.0;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;18.600000000000023;;;;;12.200000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;10
07510;2020-02-20T13:00:00+01:00;102460;0.0;4;240;2.3;288.25;278.15;51;35790.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101880.0;;;-780.0;;;;;275.45;;;3.7;5.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;4;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.100000000000023;;;;;2.3000000000000114;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-10-10T23:00:00+02:00;102870;50.0;3;330;2.6;283.25;280.35;82;52570.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;102280.0;;;310.0;;;;;285.15;;;3.8;4.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;2.4;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.100000000000023;;;;;12.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;10
07510;2020-02-21T16:00:00+01:00;103240;-130.0;6;30;3.0;286.15;275.65;49;19890.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;102650.0;;;730.0;;;;;276.95;;;4.8;8.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.0;;;;;3.8000000000000114;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-10-15T11:00:00+02:00;101980;210.0;3;10;3.6;280.65;279.95;95;5430.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;150.0;;;;101390.0;;;740.0;;;;;281.25;;;4.7;6.1;-10.0;1;0.0;;;0.0;0.0;0.0;-0.1;2.4;;;;;8.0;;150.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;7.5;;;;;8.100000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;10
